MSZoning,LotArea,Street,LandContour,Utilities,HouseStyle,YearBuilt,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,YrSold,SalePrice
RL,12803,PAVE,LVL,ALLPUB,1STORY,2002,1494,Y,SBRKR,1494,2.0,0,3,1,6,1,2,9,2008,221000
RL,13600,PAVE,LVL,ALLPUB,2STORY,1965,768,Y,SBRKR,1186,2.0,1,3,1,7,3,2,10,2009,205000
RL,12464,PAVE,LOW,ALLPUB,1STORY,1996,1040,Y,SBRKR,1040,1.0,0,3,1,6,0,2,11,2009,152000
RL,7800,PAVE,BNK,ALLPUB,2STORY,1948,896,Y,SBRKR,1112,3.0,0,3,1,8,0,1,8,2006,225000
RL,12168,PAVE,HLS,ALLPUB,2STORY,1934,965,Y,SBRKR,1940,2.0,1,4,1,10,2,2,9,2007,359100
RL,7943,PAVE,LVL,ALLPUB,1STORY,1961,1029,Y,SBRKR,1029,1.0,0,3,1,5,0,1,4,2007,118500
RL,11050,PAVE,LVL,ALLPUB,2STORY,2000,1440,Y,SBRKR,1476,2.0,1,3,1,8,2,3,5,2009,313000
RL,10395,PAVE,LVL,ALLPUB,SLVL,1978,1032,Y,SBRKR,1032,2.0,0,3,1,6,1,2,7,2007,148000
RL,11885,PAVE,LVL,ALLPUB,2STORY,2001,1299,Y,SBRKR,1299,2.0,1,3,1,7,1,2,11,2009,261500
RL,8402,PAVE,LVL,ALLPUB,1STORY,2007,1120,Y,SBRKR,1120,1.0,0,3,1,6,0,0,12,2007,147000
RM,1491,PAVE,LVL,ALLPUB,SFOYER,1972,630,Y,SBRKR,630,1.0,0,1,1,3,0,0,5,2010,75500
RL,8800,PAVE,LVL,ALLPUB,SFOYER,1963,936,Y,SBRKR,1054,1.0,0,3,1,6,0,2,5,2010,137500
RL,7861,PAVE,LVL,ALLPUB,2STORY,2002,783,Y,SBRKR,807,2.0,1,3,1,7,1,2,6,2006,183200
RL,7227,PAVE,HLS,ALLPUB,1.5UNF,1954,832,Y,SBRKR,832,1.0,0,2,1,4,0,2,6,2008,105500
RL,11694,PAVE,LVL,ALLPUB,1STORY,2007,1822,Y,SBRKR,1828,2.0,0,3,1,9,1,3,7,2007,314813
RL,12244,PAVE,LVL,ALLPUB,2STORY,2003,1482,Y,SBRKR,1482,2.0,1,4,1,10,2,3,8,2008,305000
RL,8248,PAVE,LVL,ALLPUB,1STORY,1914,864,N,FUSEF,864,1.0,0,2,1,5,0,0,9,2008,67000
RL,10800,PAVE,LVL,ALLPUB,2STORY,1974,1522,Y,SBRKR,1548,2.0,1,4,1,9,1,2,6,2008,240000
RL,7064,PAVE,LVL,ALLPUB,1STORY,1977,980,Y,SBRKR,980,1.0,0,3,1,6,0,2,7,2009,135000
FV,2117,PAVE,LVL,ALLPUB,2STORY,2000,756,Y,SBRKR,756,2.0,1,2,1,4,1,2,6,2007,168500
RL,10400,PAVE,LVL,ALLPUB,2STORY,1972,732,Y,SBRKR,1012,1.0,2,4,1,8,1,2,11,2006,165150
RL,10000,PAVE,LVL,ALLPUB,1STORY,1962,1116,Y,SBRKR,1116,1.0,1,3,1,5,0,2,2,2010,160000
RL,12342,PAVE,LVL,ALLPUB,1STORY,1960,978,Y,SBRKR,1422,1.0,0,3,1,6,1,1,8,2007,139900
RL,9600,PAVE,LVL,ALLPUB,SLVL,1955,1156,Y,SBRKR,1520,1.0,0,3,1,7,2,1,3,2010,153000
RL,11606,PAVE,HLS,ALLPUB,2STORY,1969,1040,Y,SBRKR,1040,1.0,2,5,1,9,2,2,9,2007,135000
RL,9020,PAVE,LVL,ALLPUB,SLVL,1964,1248,Y,SBRKR,1350,1.0,1,3,1,6,0,2,6,2008,168500
RM,9000,PAVE,LVL,ALLPUB,2STORY,1880,636,Y,FUSEA,1089,1.0,0,3,1,8,0,1,6,2006,124000
RL,4590,PAVE,LVL,ALLPUB,1STORY,2006,1554,Y,SBRKR,1554,2.0,0,2,1,6,1,2,8,2007,209500
RL,11900,PAVE,LVL,ALLPUB,1STORY,1977,1386,Y,SBRKR,1411,2.0,0,3,1,6,1,2,4,2009,82500
RL,9250,PAVE,LVL,ALLPUB,1STORY,1954,1056,Y,SBRKR,1056,1.0,0,3,1,6,0,1,7,2007,139400
RL,6979,PAVE,LVL,ALLPUB,SFOYER,1980,1056,Y,SBRKR,1056,-1.0,0,0,2,4,0,2,6,2010,144000
RH,10896,PAVE,BNK,ALLPUB,2.5FIN,1914,1440,Y,FUSEA,1440,2.0,0,8,2,14,0,0,3,2007,200000
RM,6120,PAVE,LVL,ALLPUB,1STORY,1936,264,N,FUSEA,800,1.0,0,1,1,4,1,0,1,2009,60000
RM,6000,PAVE,LVL,ALLPUB,1.5FIN,1954,811,Y,FUSEA,811,2.0,0,3,2,7,0,1,11,2009,93000
RL,8777,PAVE,LVL,ALLPUB,1STORY,1910,796,Y,FUSEA,796,1.0,0,2,1,4,0,0,5,2008,85000
RL,3982,PAVE,LVL,ALLPUB,1STORY,2006,1520,Y,SBRKR,1567,2.0,0,1,1,7,1,3,10,2006,264561
RL,12677,PAVE,LVL,ALLPUB,1STORY,2003,1518,Y,SBRKR,1518,1.0,1,1,1,6,1,2,4,2008,274000
FV,7050,PAVE,LVL,ALLPUB,2STORY,2001,1057,Y,SBRKR,1057,2.0,1,3,1,7,1,2,5,2007,226000
RL,13860,PAVE,LVL,ALLPUB,SLVL,1972,1952,Y,SBRKR,2000,2.0,1,4,1,9,3,2,7,2009,345000
RL,10793,PAVE,LVL,ALLPUB,2STORY,1969,780,Y,SBRKR,780,2.0,1,4,1,7,0,2,4,2007,152000
FV,9187,PAVE,LVL,ALLPUB,1STORY,2009,1766,Y,SBRKR,1766,2.0,1,2,1,7,1,3,10,2009,370878
RL,10530,PAVE,LVL,ALLPUB,1STORY,1971,981,Y,SBRKR,981,1.0,1,3,1,5,0,2,3,2007,143250
RL,7200,PAVE,LVL,ALLPUB,1STORY,1950,0,Y,SBRKR,1048,1.0,0,3,1,7,0,2,7,2008,98300
RL,10452,PAVE,LVL,ALLPUB,1STORY,1953,1094,Y,SBRKR,1094,1.0,0,3,1,5,2,2,6,2008,155000
RL,7700,PAVE,LVL,ALLPUB,2STORY,1966,756,Y,SBRKR,1051,1.0,1,4,1,7,1,2,6,2010,155000
RM,1936,PAVE,LVL,ALLPUB,SFOYER,1970,630,Y,SBRKR,630,1.0,0,1,1,3,0,0,12,2007,84500
FV,8125,PAVE,LVL,ALLPUB,2STORY,2007,813,Y,SBRKR,822,2.0,1,3,1,7,0,2,5,2008,205950
RL,9084,PAVE,LVL,ALLPUB,2STORY,1940,755,Y,SBRKR,755,1.0,0,4,1,7,1,1,10,2009,108000
RL,8750,PAVE,LVL,ALLPUB,2STORY,1996,880,Y,SBRKR,909,2.0,1,2,1,7,1,2,7,2009,191000
RM,10320,PAVE,LVL,ALLPUB,1.5FIN,1906,756,Y,SBRKR,756,1.0,0,3,1,7,0,1,6,2008,135000
RL,10437,PAVE,LVL,ALLPUB,1STORY,1995,2109,Y,SBRKR,2113,2.0,1,2,1,7,1,3,8,2008,350000
RM,1680,PAVE,LVL,ALLPUB,2STORY,1971,525,Y,SBRKR,525,1.0,1,3,1,6,0,1,3,2010,88000
RL,10007,PAVE,LVL,ALLPUB,1STORY,1959,1053,Y,SBRKR,1053,1.0,1,3,1,5,0,1,8,2008,145500
RL,7200,PAVE,HLS,ALLPUB,2STORY,1931,776,Y,SBRKR,851,1.0,1,3,1,6,1,1,2,2008,149000
RL,17503,PAVE,LVL,ALLPUB,1.5FIN,1948,912,Y,SBRKR,912,1.0,0,3,1,6,1,1,1,2010,97500
RL,9937,PAVE,LVL,ALLPUB,1STORY,1964,1486,Y,SBRKR,1486,1.0,0,3,1,7,0,2,3,2009,167000
RL,12384,PAVE,LVL,ALLPUB,2STORY,1976,793,Y,SBRKR,1142,2.0,1,3,1,7,1,2,11,2007,197900
RL,46589,PAVE,LVL,ALLPUB,2STORY,1994,1629,Y,SBRKR,1686,2.0,1,4,1,8,1,3,7,2009,402000
RL,13560,PAVE,LVL,ALLPUB,1STORY,1968,1392,Y,SBRKR,1392,1.0,0,2,1,5,2,2,7,2009,110000
RL,10012,PAVE,LVL,ALLPUB,SFOYER,1972,1138,Y,SBRKR,1181,2.0,0,3,1,6,0,2,4,2008,137500
RL,20896,PAVE,LVL,ALLPUB,1STORY,2005,2077,Y,SBRKR,2097,1.0,1,1,1,8,1,3,1,2006,423000
RL,11194,PAVE,LVL,ALLPUB,2STORY,2000,1406,Y,SBRKR,1454,2.0,1,3,1,7,1,2,11,2006,230500
RL,18450,PAVE,LVL,ALLPUB,2STORY,1965,1021,Y,SBRKR,1465,2.0,1,3,1,7,1,2,8,2007,129000
RL,8125,PAVE,LVL,ALLPUB,1STORY,1994,1408,Y,SBRKR,1679,2.0,0,3,1,7,1,2,10,2008,193500
RL,14175,PAVE,BNK,ALLPUB,1STORY,1956,1188,Y,SBRKR,1437,1.0,1,3,1,6,1,2,11,2006,168000
RL,11600,PAVE,LVL,ALLPUB,1STORY,1922,700,Y,SBRKR,1180,1.0,0,2,1,5,1,1,7,2006,137500
RL,8633,PAVE,LVL,ALLPUB,2STORY,2005,738,Y,SBRKR,738,2.0,1,3,1,7,0,2,2,2009,173500
RH,6629,PAVE,LVL,ALLPUB,2STORY,1925,672,N,SBRKR,697,2.0,0,3,1,6,0,1,7,2009,103600
RL,11250,PAVE,LVL,ALLPUB,1STORY,1977,1208,Y,SBRKR,1208,1.0,1,3,1,6,1,2,6,2006,165000
RL,14442,PAVE,LVL,ALLPUB,1STORY,1957,1477,Y,SBRKR,1839,2.0,0,3,1,7,2,2,6,2007,257500
RL,9200,PAVE,LVL,ALLPUB,1STORY,1965,1136,Y,SBRKR,1136,1.0,0,3,1,5,1,1,7,2008,140000
RL,2289,PAVE,LVL,ALLPUB,2STORY,1978,855,Y,SBRKR,855,2.0,1,3,1,7,1,2,4,2009,148500
RM,9600,PAVE,LVL,ALLPUB,2STORY,1900,1095,N,SBRKR,1095,2.0,0,4,2,8,0,3,5,2006,87000
RL,9022,PAVE,LVL,ALLPUB,1STORY,1924,768,Y,SBRKR,792,1.0,0,2,1,5,0,1,5,2009,109500
RL,11844,PAVE,LVL,ALLPUB,1STORY,2008,2046,Y,SBRKR,2046,2.0,1,3,1,7,1,3,7,2009,372500
RL,9945,PAVE,LVL,ALLPUB,1STORY,1961,988,Y,SBRKR,988,1.0,0,3,1,5,0,2,10,2007,128500
RL,8012,PAVE,LVL,ALLPUB,1STORY,1980,923,Y,SBRKR,923,2.0,0,2,1,5,1,1,5,2010,143000
RH,4500,PAVE,BNK,ALLPUB,1.5FIN,1932,793,Y,SBRKR,848,1.0,0,3,1,6,0,1,7,2009,159434
RL,2887,PAVE,HLS,ALLPUB,1STORY,1996,1291,Y,SBRKR,1291,1.0,0,2,1,6,1,2,11,2008,173000
RL,11248,PAVE,LVL,ALLPUB,1STORY,2002,1626,Y,SBRKR,1668,2.0,0,3,1,7,1,3,7,2007,285000
RL,16770,PAVE,LVL,ALLPUB,2STORY,1998,1195,Y,SBRKR,1195,2.0,1,4,1,7,0,2,6,2010,221000
RL,5062,PAVE,LVL,ALLPUB,2STORY,1984,1190,Y,SBRKR,1190,2.0,0,3,1,6,1,2,9,2007,207500
FV,10207,PAVE,LVL,ALLPUB,2STORY,2007,874,Y,SBRKR,874,3.0,0,3,1,7,0,2,8,2007,227875
FV,5105,PAVE,LVL,ALLPUB,2STORY,2004,551,Y,SBRKR,551,2.0,1,2,1,4,0,2,3,2007,148800
RL,8089,PAVE,HLS,ALLPUB,1STORY,2007,1419,Y,SBRKR,1419,2.0,0,2,1,7,1,2,10,2007,392000
RL,7577,PAVE,LVL,ALLPUB,1STORY,2005,1362,Y,SBRKR,1362,2.0,0,2,1,6,1,2,6,2007,194700
RM,4426,PAVE,LVL,ALLPUB,1STORY,2004,848,Y,SBRKR,848,1.0,0,1,1,3,1,2,5,2008,141000
RL,21535,PAVE,LVL,ALLPUB,2STORY,1994,2444,Y,SBRKR,2444,3.0,1,4,1,10,2,3,1,2007,755000
RL,26178,PAVE,LVL,ALLPUB,2STORY,1989,1210,Y,UNKNOWN,1238,2.0,1,4,1,9,2,2,4,2006,335000
RL,5400,PAVE,LVL,ALLPUB,1STORY,1921,1073,Y,SBRKR,1073,1.0,0,2,1,4,0,1,12,2006,108480
RM,6120,PAVE,LVL,ALLPUB,1.5FIN,1936,927,Y,SBRKR,1067,1.0,1,3,1,5,0,2,4,2009,141500
RL,13811,PAVE,LVL,ALLPUB,1STORY,1987,1112,Y,SBRKR,1137,2.0,0,2,1,5,1,2,7,2006,176000
RM,6000,PAVE,LVL,ALLPUB,1STORY,1921,616,Y,SBRKR,616,1.0,0,2,1,4,0,1,6,2006,89000
RL,6420,PAVE,LVL,ALLPUB,1STORY,1952,980,Y,FUSEA,1148,1.0,0,2,1,6,0,1,9,2006,123500
RL,8450,PAVE,LVL,ALLPUB,1STORY,1965,894,Y,SBRKR,894,1.0,0,3,1,5,1,1,4,2010,138500
FV,4282,PAVE,LVL,ALLPUB,1STORY,2004,1391,Y,SBRKR,1391,2.0,0,2,1,5,0,2,7,2008,196000
RL,14331,PAVE,LVL,ALLPUB,1STORY,2002,1800,Y,SBRKR,1800,2.0,0,3,1,7,1,3,5,2006,312500
RL,9600,PAVE,LVL,ALLPUB,1STORY,1969,1164,Y,SBRKR,1164,1.0,1,3,1,6,0,2,7,2006,140000
RL,12438,PAVE,LVL,ALLPUB,2STORY,2006,1234,Y,SBRKR,1264,2.0,1,4,1,10,1,3,7,2006,361919
RM,7630,PAVE,LVL,ALLPUB,2STORY,1900,360,Y,SBRKR,1032,2.0,0,4,2,8,1,2,5,2010,140000
RL,8400,PAVE,LVL,ALLPUB,1STORY,2004,1473,Y,SBRKR,1484,2.0,0,3,1,7,0,2,5,2010,213000
RM,5600,PAVE,LVL,ALLPUB,2STORY,1930,0,N,SBRKR,372,2.0,0,3,2,7,0,0,7,2010,55000
RL,115149,PAVE,LOW,ALLPUB,1STORY,1971,1643,Y,SBRKR,1824,2.0,0,2,1,5,2,2,6,2007,302000
RL,6240,PAVE,LVL,ALLPUB,1STORY,2006,1324,Y,SBRKR,1324,2.0,0,2,1,6,1,2,12,2009,254000
RL,9018,PAVE,LVL,ALLPUB,2STORY,2007,728,Y,SBRKR,728,2.0,1,3,1,8,1,2,7,2007,179540
RL,7162,PAVE,LVL,ALLPUB,1STORY,1966,876,Y,SBRKR,904,1.0,0,3,1,6,0,1,12,2008,109900
RL,4130,PAVE,LVL,ALLPUB,1STORY,1935,270,Y,SBRKR,729,1.0,0,2,1,5,0,0,7,2008,52000
C (ALL),8712,PAVE,HLS,ALLPUB,1.5FIN,1900,859,Y,SBRKR,859,1.0,0,2,1,7,0,1,1,2010,102776
RL,4671,PAVE,HLS,ALLPUB,1STORY,1988,1228,Y,SBRKR,1228,2.0,0,2,1,5,1,2,10,2008,189000
RL,9873,PAVE,LVL,ALLPUB,1STORY,1970,960,N,SBRKR,960,1.0,0,3,1,6,0,2,5,2006,129000
RL,13517,PAVE,LVL,ALLPUB,2STORY,1976,725,Y,SBRKR,725,2.0,1,3,1,6,0,2,3,2010,130500
RL,10140,PAVE,LVL,ALLPUB,1STORY,1974,1064,Y,SBRKR,1350,2.0,0,3,1,7,1,2,8,2009,165000
RM,10800,PAVE,BNK,ALLPUB,2STORY,1890,718,Y,SBRKR,1576,1.0,1,3,1,8,0,2,7,2007,159500
RL,10000,PAVE,LVL,ALLPUB,1STORY,1973,1176,Y,SBRKR,1178,1.0,1,3,1,5,1,2,11,2008,157000
RL,10542,PAVE,LVL,ALLPUB,2STORY,1993,1311,Y,SBRKR,1325,2.0,1,3,1,9,1,3,8,2008,341000
RL,9920,PAVE,LVL,ALLPUB,1STORY,1969,971,Y,SBRKR,971,1.0,1,3,1,5,1,1,5,2006,128500
RL,6563,PAVE,LOW,ALLPUB,1STORY,1985,1742,Y,SBRKR,1742,2.0,0,2,1,5,1,2,12,2006,275000
RM,4426,PAVE,LVL,ALLPUB,1STORY,2004,848,Y,SBRKR,848,1.0,0,1,1,3,0,2,5,2010,143000
RL,8120,PAVE,LVL,ALLPUB,1STORY,1970,864,Y,SBRKR,864,1.0,0,3,1,5,0,2,7,2009,124500
RL,8172,PAVE,LVL,ALLPUB,1.5FIN,1954,941,Y,SBRKR,997,2.0,0,4,1,7,0,1,5,2008,135000
RL,13286,PAVE,LVL,ALLPUB,1STORY,2007,1698,Y,SBRKR,1698,2.0,0,3,1,8,1,3,2,2009,320000
RL,6960,PAVE,LVL,ALLPUB,1STORY,1970,864,Y,SBRKR,864,1.0,0,3,1,5,0,2,11,2009,120500
RL,21695,PAVE,LVL,ALLPUB,1STORY,1988,880,Y,SBRKR,1680,2.0,0,3,1,5,1,2,12,2009,222000
RL,7314,PAVE,LVL,ALLPUB,1STORY,2007,1232,Y,SBRKR,1232,2.0,0,2,1,6,0,2,2,2009,194500
RL,11475,PAVE,LVL,ALLPUB,1STORY,1958,1584,Y,SBRKR,1776,2.0,0,4,2,9,0,3,7,2009,110000
RM,6240,PAVE,LVL,ALLPUB,1.5FIN,1925,780,Y,FUSEA,848,1.0,0,2,1,5,0,2,1,2009,103000
RL,5389,PAVE,LVL,ALLPUB,1STORY,1995,1595,Y,SBRKR,1616,2.0,0,2,1,5,1,2,3,2010,236500
RL,9590,PAVE,LVL,ALLPUB,SLVL,2003,868,Y,SBRKR,1146,2.0,0,3,1,6,1,2,5,2007,187500
RL,11404,PAVE,LVL,ALLPUB,2STORY,1998,1153,Y,SBRKR,1153,2.0,1,3,1,8,1,2,7,2008,222500
RL,10000,PAVE,LVL,ALLPUB,1STORY,1961,864,Y,SBRKR,1144,1.0,0,3,1,6,1,1,3,2009,131400
RL,8978,PAVE,LVL,ALLPUB,1STORY,1968,948,Y,SBRKR,948,1.0,0,3,1,6,0,1,5,2007,108000
RM,10800,PAVE,LVL,ALLPUB,2.5UNF,1914,880,N,SBRKR,880,1.0,1,2,1,6,2,2,10,2006,163000
RL,8544,PAVE,LVL,ALLPUB,1STORY,1950,0,N,FUSEF,1040,2.0,0,2,2,6,0,2,7,2006,93500
RL,10463,PAVE,HLS,ALLPUB,2STORY,2005,893,Y,SBRKR,901,2.0,1,3,1,8,1,3,6,2006,239900
RL,10800,PAVE,LVL,ALLPUB,1STORY,1987,1200,Y,SBRKR,1200,3.0,0,3,1,5,0,0,3,2009,179000
RL,9313,PAVE,LVL,ALLPUB,2STORY,2004,864,Y,SBRKR,864,2.0,1,3,1,7,0,2,4,2009,190000
RM,9600,PAVE,LVL,ALLPUB,2STORY,1910,264,Y,SBRKR,768,2.0,0,2,1,7,0,2,5,2007,132000
RL,6768,PAVE,LVL,ALLPUB,1STORY,1961,912,Y,SBRKR,912,1.0,0,3,1,5,0,1,5,2008,142000
RL,8450,PAVE,LVL,ALLPUB,1STORY,2000,1349,Y,SBRKR,1349,2.0,0,3,1,6,0,2,12,2007,179000
RL,12886,PAVE,LVL,ALLPUB,SLVL,1963,520,Y,SBRKR,1464,2.0,0,3,1,6,1,2,10,2009,175000
RL,5395,PAVE,HLS,ALLPUB,1STORY,1993,1337,Y,SBRKR,1337,2.0,0,2,1,5,1,2,10,2008,180000
RL,8963,PAVE,LVL,ALLPUB,2STORY,1976,1142,Y,SBRKR,1175,3.0,1,4,1,11,2,2,7,2008,299800
RL,8795,PAVE,LVL,ALLPUB,2STORY,2000,952,Y,SBRKR,980,2.0,1,4,1,8,1,2,4,2009,236000
RM,11700,PAVE,LVL,ALLPUB,2STORY,1880,1240,N,SBRKR,1320,1.0,1,4,1,8,1,4,5,2009,265979
RL,10593,PAVE,LVL,ALLPUB,1STORY,1996,1720,Y,SBRKR,1720,2.0,0,3,1,7,1,2,3,2010,260400
RL,8405,PAVE,LVL,ALLPUB,1.5FIN,1945,0,N,FUSEF,1088,2.0,0,4,1,9,0,1,4,2009,98000
RM,8800,PAVE,LVL,ALLPUB,1.5FIN,1910,576,Y,SBRKR,792,1.0,0,3,1,7,0,0,6,2010,96500
RL,7750,PAVE,LVL,ALLPUB,2STORY,2003,660,Y,SBRKR,660,2.0,1,3,1,6,0,2,8,2007,162000
RL,9236,PAVE,LVL,ALLPUB,1STORY,1997,1479,Y,SBRKR,1494,2.0,0,3,1,6,0,2,7,2006,217000
RL,10240,PAVE,LVL,ALLPUB,2STORY,2005,1030,Y,SBRKR,1038,2.0,1,3,1,8,1,3,3,2006,275500
RL,7930,PAVE,LVL,ALLPUB,1STORY,1969,1026,Y,SBRKR,1026,1.0,0,3,1,5,0,2,7,2009,156000
FV,3230,PAVE,LVL,ALLPUB,2STORY,1999,729,Y,SBRKR,742,2.0,1,3,1,6,0,2,3,2009,172500
RL,10769,PAVE,LVL,ALLPUB,2STORY,2007,866,Y,SBRKR,866,2.0,1,3,1,7,0,2,4,2009,212000
RL,11616,PAVE,LVL,ALLPUB,2STORY,1978,672,Y,SBRKR,672,2.0,1,3,1,6,1,2,4,2010,158900
FV,2280,PAVE,LVL,ALLPUB,2STORY,1999,744,Y,SBRKR,757,2.0,1,3,1,6,0,2,8,2008,179400
RL,12257,PAVE,LVL,ALLPUB,2STORY,1995,1318,Y,SBRKR,1328,2.0,1,4,1,9,1,3,11,2007,290000
RL,9100,PAVE,LVL,ALLPUB,1STORY,1959,864,Y,SBRKR,864,1.0,0,2,1,5,0,1,10,2009,127500
RM,6911,PAVE,LVL,ALLPUB,1STORY,1924,1145,Y,SBRKR,1301,1.0,0,2,1,5,0,2,10,2009,100000
FV,8640,PAVE,LVL,ALLPUB,2STORY,2009,756,Y,SBRKR,764,2.0,1,3,1,7,0,2,6,2010,215200
RL,9430,PAVE,LVL,ALLPUB,2STORY,1999,1252,Y,SBRKR,1268,2.0,1,3,1,8,1,3,7,2009,337000
RL,9549,PAVE,LVL,ALLPUB,1STORY,1995,1494,Y,SBRKR,1494,1.0,1,2,1,6,1,2,4,2006,270000
RL,14587,PAVE,LVL,ALLPUB,1STORY,2008,1498,Y,SBRKR,1506,2.0,0,2,1,6,1,2,8,2008,264132
RL,10421,PAVE,LVL,ALLPUB,2STORY,1988,980,Y,SBRKR,980,2.0,1,3,1,7,1,2,3,2010,196500
RL,12508,PAVE,LVL,ALLPUB,1.5FIN,1940,983,Y,SBRKR,983,2.0,0,4,1,7,0,1,7,2008,160000
RL,9100,PAVE,LVL,ALLPUB,1STORY,2004,1860,Y,SBRKR,1836,2.0,0,3,1,8,1,2,10,2006,216837
RL,53504,PAVE,HLS,ALLPUB,2STORY,2003,1650,Y,SBRKR,1690,3.0,1,4,1,12,1,3,6,2010,538000
RL,7252,PAVE,LVL,ALLPUB,SFOYER,1982,858,Y,SBRKR,858,1.0,0,2,1,5,0,2,4,2009,134900
RL,8877,PAVE,LVL,ALLPUB,1STORY,1951,836,Y,FUSEF,1220,1.0,0,2,1,6,0,2,4,2006,102000
RL,7819,PAVE,LVL,ALLPUB,SLVL,1976,1029,Y,SBRKR,1117,1.0,0,3,1,6,1,2,3,2010,107000
RL,10150,PAVE,LVL,ALLPUB,1STORY,1958,912,Y,FUSEA,912,1.0,0,2,1,5,0,1,7,2007,114500
RL,14226,PAVE,LVL,ALLPUB,1STORY,2006,1935,Y,SBRKR,1973,2.0,0,3,1,9,1,3,7,2007,395000
RM,4500,PAVE,LVL,ALLPUB,1STORY,1998,1204,Y,SBRKR,1204,2.0,0,2,1,5,0,2,6,2009,162000
RL,11210,PAVE,LVL,ALLPUB,1STORY,2005,1614,Y,SBRKR,1614,2.0,0,3,1,7,0,3,7,2006,221500
RL,13350,PAVE,LVL,ALLPUB,1STORY,1974,864,Y,SBRKR,894,1.0,0,3,1,5,1,2,6,2006,142500
RH,8400,PAVE,LVL,ALLPUB,1STORY,1977,0,Y,SBRKR,2020,2.0,0,4,2,10,2,2,10,2007,144000
RL,10530,PAVE,LVL,ALLPUB,SFOYER,1977,975,Y,SBRKR,1004,1.0,0,2,1,4,0,2,5,2006,135000
RL,7875,PAVE,LVL,ALLPUB,1STORY,1995,1237,Y,SBRKR,1253,2.0,0,3,1,6,1,2,6,2007,176000
RL,7153,PAVE,LVL,ALLPUB,2STORY,1992,761,Y,SBRKR,810,2.0,1,3,1,7,0,2,7,2006,175900
RL,16285,PAVE,LVL,ALLPUB,1STORY,2001,1413,Y,SBRKR,1430,2.0,0,3,1,6,0,2,6,2009,187100
RL,9101,PAVE,LVL,ALLPUB,SFOYER,1978,1097,Y,SBRKR,1110,1.0,0,1,1,4,1,2,7,2009,165500
RM,6300,PAVE,LVL,ALLPUB,2.5UNF,1914,742,Y,SBRKR,742,2.0,0,3,1,9,1,0,6,2008,128000
RL,9790,PAVE,LVL,ALLPUB,1STORY,1967,1372,Y,SBRKR,1342,2.0,0,3,1,7,1,2,9,2009,161500
RM,10800,PAVE,LVL,ALLPUB,1.5FIN,1915,686,Y,SBRKR,966,2.0,0,4,1,7,0,1,6,2010,139000
RL,10142,PAVE,LVL,ALLPUB,2STORY,2004,956,Y,SBRKR,956,2.0,1,4,1,8,0,2,1,2010,233000
RM,6000,PAVE,LVL,ALLPUB,1STORY,1954,901,Y,SBRKR,901,1.0,0,2,1,4,0,1,8,2008,107900
RL,12205,PAVE,LOW,ALLPUB,2STORY,1966,832,Y,SBRKR,976,2.0,1,5,1,9,0,2,7,2007,187500
RL,3182,PAVE,LVL,ALLPUB,1STORY,2005,1145,Y,SBRKR,1145,2.0,0,2,1,5,1,2,9,2009,160200
RL,11333,PAVE,LVL,ALLPUB,SLVL,1976,1029,Y,SBRKR,1062,1.0,0,3,1,5,2,2,5,2007,146800
RL,9920,PAVE,LVL,ALLPUB,2STORY,1996,1117,Y,SBRKR,1127,2.0,1,3,1,8,1,2,6,2007,269790
RL,9158,PAVE,LVL,ALLPUB,1STORY,2007,1496,Y,SBRKR,1496,2.0,0,3,1,7,0,2,6,2007,225000
RL,10832,PAVE,LVL,ALLPUB,2STORY,1994,712,Y,SBRKR,1086,2.0,1,3,1,7,1,2,10,2008,194500
RL,8400,PAVE,LVL,ALLPUB,2STORY,1980,650,Y,SBRKR,888,2.0,1,3,1,7,1,2,4,2010,171000
RL,8197,PAVE,LVL,ALLPUB,1STORY,1977,660,Y,SBRKR,1285,1.0,1,3,1,7,1,2,4,2007,143500
RL,7677,PAVE,LVL,ALLPUB,1STORY,1953,773,Y,SBRKR,773,1.0,0,2,1,4,0,1,4,2008,110000
RL,13518,PAVE,LVL,ALLPUB,2STORY,2008,1926,Y,SBRKR,1966,3.0,1,4,1,11,2,3,7,2009,485000
RL,7200,PAVE,LVL,ALLPUB,1.5FIN,1937,731,Y,SBRKR,981,1.0,1,3,1,7,2,1,6,2007,175000
RL,12798,PAVE,HLS,ALLPUB,2STORY,1997,616,Y,SBRKR,616,2.0,1,4,1,8,0,2,5,2008,200000
RM,4800,PAVE,LVL,ALLPUB,1STORY,1916,1196,Y,FUSEA,1196,1.0,0,2,1,5,0,2,7,2007,109900
RL,8199,PAVE,LVL,ALLPUB,2STORY,2005,728,Y,SBRKR,728,2.0,1,3,1,7,1,2,10,2008,189000
RL,13891,PAVE,LVL,ALLPUB,2STORY,2008,1734,Y,SBRKR,1734,3.0,1,4,1,12,1,3,1,2009,582933
RL,9000,PAVE,LVL,ALLPUB,1STORY,1954,936,Y,SBRKR,1128,1.0,0,2,1,5,0,1,6,2006,118000
RL,12274,PAVE,LVL,ALLPUB,1STORY,2008,1417,Y,SBRKR,1428,2.0,0,3,1,6,0,2,7,2008,227680
